track_id,title,artist,image,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mbti
3EFxAAAR0rGkWgKoPRSoIa,Shy,HUNNY,https://i.scdn.co/image/ab67616d0000b27399727dda116d38c439bc59cf,0.58,0.793,9,23.225,1,0.0295,0.0176,0.0,0.271,0.496,101.499,intp
0qfGWpvJGlp17wdTm19ioK,Library Pictures,Arctic Monkeys,https://i.scdn.co/image/ab67616d0000b273cb44038b22f3d8a5e4e62d5a,0.304,0.939,1,24.164,1,0.0549,0.000142,0.00601,0.136,0.402,96.954,intp
1US5HsLPV7riBx9RSCf4yO,Figuring It Out,SWMRS,https://i.scdn.co/image/ab67616d0000b273b774144cc3b0ce9ace3e7864,0.524,0.92,9,24.797,1,0.128,0.00131,0.0,0.127,0.598,157.948,intp
5dY6DqLGqjHvuFBXTlWsLm,Meteor Shower,Cavetown,https://i.scdn.co/image/ab67616d0000b27320680181d8220abddd68a830,0.513,0.488,5,19.689999999999998,1,0.0328,0.428,5.01e-05,0.109,0.141,170.019,intp
4O9dZs2B0ilk4PEfX2bPEv,Diet Mountain Dew,Lana Del Rey,https://i.scdn.co/image/ab67616d0000b273cb76604d9c5963544cf5be64,0.595,0.696,10,24.079,0,0.0417,0.276,0.0,0.411,0.533,88.013,intp
1hz7SRTGUNAtIQ46qiNv2p,"GONE, GONE / THANK YOU","Tyler, The Creator",https://i.scdn.co/image/ab67616d0000b2737005885df706891a3c182a57,0.518,0.492,10,21.564,0,0.193,0.216,0.0012,0.146,0.471,78.848,intp
1zyGFId8xHOcRmCmehrwlc,I Can't Decide,Scissor Sisters,https://i.scdn.co/image/ab67616d0000b273ab41b12bbc0f61ebdfb2dfaf,0.69,0.795,3,25.044,1,0.0312,0.255,0.0,0.202,0.872,96.99,intp
5gub2bpJRgJP4m4MliqtdV,Space Cadet (feat. Gunna),Metro Boomin,https://i.scdn.co/image/ab67616d0000b273184cc62dccee251dafefefee,0.901,0.464,5,20.211,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,intp
68Y3zzmt2XxzheQVGbbJt4,GENOCIDE,Lil Darkie,https://i.scdn.co/image/ab67616d0000b27300b9665cba5db36da9675b2b,0.457,0.965,1,30.457,1,0.486,0.085,0.0,0.697,0.604,170.122,intp
6RKGBcDtgzXx21zUjpeu6F,Cold Cold Man,Saint Motel,https://i.scdn.co/image/ab67616d0000b2738ba29b297a3e252d9d3e59a2,0.613,0.661,9,25.016,1,0.0263,0.00652,0.0,0.0976,0.509,110.978,intp
7LBfVMw4MNNGCLGmXeuDv6,i need to be alone.,girl in red,https://i.scdn.co/image/ab67616d0000b27396994b22b295f1a33cf7c268,0.513,0.546,10,19.616,1,0.0331,0.267,0.00333,0.235,0.584,148.031,intp
0fiPpwBPIaxxydn4KzX9Tc,I Am Not a Robot,MARINA,https://i.scdn.co/image/ab67616d0000b27336f6918170afcb7fe66130e5,0.665,0.494,2,24.595,1,0.0269,0.571,0.0,0.12,0.489,120.003,intp
4mrjzz6ETpW3wosJUYmKoL,i apologise if you feel something,Bring Me The Horizon,https://i.scdn.co/image/ab67616d0000b27349e3b7e85829da2fbc68bc46,0.211,0.361,9,19.753,0,0.0346,0.533,0.0284,0.08,0.0537,179.895,intp
4ZlQzskKkK4jsbcqO96luB,Blow My Brains Out,Tikkle Me,https://i.scdn.co/image/ab67616d0000b2734993c8b2af84dd3b900f186a,0.55,0.884,9,24.492,1,0.0363,0.0867,1.55e-05,0.68,0.549,145.029,intp
7i6r9KotUPQg3ozKKgEPIN,Seven Nation Army,The White Stripes,https://i.scdn.co/image/ab67616d0000b273588ca88c368d5f6eae5cb9b1,0.726,0.463,0,22.172,1,0.0799,0.00817,0.447,0.255,0.321,123.881,entj
1XsS266JiQtoqqLdlgD17V,Miss Atomic Bomb,The Killers,https://i.scdn.co/image/ab67616d0000b273f555f994cd61c8d017f53a27,0.56,0.734,10,22.906,1,0.0317,0.0273,2.12e-05,0.253,0.332,132.953,entj
7B6pRqC2mUbOnLrudzACs8,10 Feet Tall,Cavetown,https://i.scdn.co/image/ab67616d0000b273e65a91ef0329bf7dbe2d898d,0.451,0.564,4,18.887999999999998,1,0.0417,0.0468,5.42e-06,0.117,0.166,83.314,entj
0LSzBkkQZZkwV656r6etLg,Bury Me Face Down,grandson,https://i.scdn.co/image/ab67616d0000b2738b5d2ec13eb0893a98737f93,0.39,0.629,1,25.124,0,0.0469,0.0187,4.12e-05,0.0658,0.162,141.983,entj
4YTFAawmOFyRjJdT6H95oE,Saint Bernard,Lincoln,https://i.scdn.co/image/ab67616d0000b27323634754a33768a0d270e135,0.693,0.234,1,19.005000000000003,1,0.0987,0.838,0.0,0.59,0.44,100.488,entj
53Mz9H5UvWMQUXHZnaZYKQ,Babooshka,Kate Bush,https://i.scdn.co/image/ab67616d0000b273786b6e14d94db2177fe8f9df,0.466,0.439,5,21.108,0,0.0325,0.741,1.64e-05,0.0707,0.289,107.173,entj
0AUvWawuP0ibk4SQ3sIZjk,Daisy,Ashnikko,https://i.scdn.co/image/ab67616d0000b273459032f0de5f7f188301d99b,0.834,0.663,8,23.857,1,0.133,0.235,0.0,0.372,0.774,121.876,entj
3Pzh926pXggbMe2ZpXyMV7,Ain't No Rest for the Wicked,Cage The Elephant,https://i.scdn.co/image/ab67616d0000b273e4800c920780ac18d4ab6730,0.636,0.849,0,22.925,1,0.106,0.0438,0.0,0.372,0.917,156.036,entj
1PInWkBARsxLyouDqa2GtF,Can You Feel My Heart,Bring Me The Horizon,https://i.scdn.co/image/ab67616d0000b273f0e49b9bd7ca3dc5510611c7,0.235,0.86,4,27.158,0,0.0561,0.00272,0.0969,0.388,0.342,127.788,entj
0zMAvsQmaQ4DGsmXtKixpn,Burning Pile,Mother Mother,https://i.scdn.co/image/ab67616d0000b2736d82586633548d5c122ee00c,0.516,0.755,5,26.276,1,0.0383,0.0633,0.00103,0.107,0.165,140.099,entj
6UYJYgY8VRo6mKrhgTe1CF,Cigarette Ahegao,Penelope Scott,https://i.scdn.co/image/ab67616d0000b273512ced983959d4b2e259e907,0.651,0.286,5,16.601,0,0.0365,0.095,0.0234,0.101,0.165,83.007,entj
22FniXvTKV9IC6IhxCpYve,Hello Kitty,Jazmin Bean,https://i.scdn.co/image/ab67616d0000b273eea4d8ef4ad2b9b0a7f00d37,0.453,0.796,9,24.887,0,0.0605,0.0901,0.0,0.0319,0.11,104.784,entj
5R4OMPuKD1yshMdbk8ibnS,Blah Blah Blah,The Oozes,https://i.scdn.co/image/ab67616d0000b2731a5cc481cf9b706eae647a58,0.416,0.704,4,23.16,1,0.0343,0.0107,0.0571,0.172,0.38,89.946,entj
5PyNnJ2G1BlqbJ8G1cJi72,The President Has A Sex Tape,K.Flay,https://i.scdn.co/image/ab67616d0000b273c0920d3c7c26034b09f7be7a,0.726,0.63,6,24.605,0,0.0363,0.0332,0.0961,0.159,0.652,122.043,entj
6BFVrGUZUO1EXxKIdGrlYB,Lone Star,The Front Bottoms,https://i.scdn.co/image/ab67616d0000b273a4eafa42c62543f48ddfc60c,0.395,0.921,4,23.959,1,0.0622,0.0647,3.47e-05,0.307,0.811,148.513,entj
2qLSXZuIHMsKydCEFDchc3,Bang Bang Bang Bang,Sohodolls,https://i.scdn.co/image/ab67616d0000b273a57ae6e8c3df0d8f0b050cf7,0.729,0.581,10,22.909,0,0.0304,0.531,1.09e-06,0.102,0.352,93.997,entj
4q604hQba5940BbOoaenmz,Blood In The Cut,K.Flay,https://i.scdn.co/image/ab67616d0000b273c0920d3c7c26034b09f7be7a,0.77,0.655,2,24.631,1,0.0316,0.118,0.0234,0.125,0.639,129.964,entj
5LtNBCM2ve0SxP0dlRVvMu,I'm Gonna Show You Crazy,Bebe Rexha,https://i.scdn.co/image/ab67616d0000b273f1074dfe291fab84f2a22d92,0.474,0.537,2,23.23,1,0.0649,0.0758,0.0,0.316,0.335,90.103,entj
08Yx5cbiEKhnoN7o65je6K,Eat Shit and Die,Harley Poe,https://i.scdn.co/image/ab67616d0000b273bdbd7a7c369560ea859e85db,0.55,0.803,2,23.548000000000002,0,0.0351,0.247,4.48e-06,0.0878,0.775,93.169,entj
0RjG5JmdOWXAR68dGlKBA5,Hidden In the Sand,Tally Hall,https://i.scdn.co/image/ab67616d0000b273b9ccb466665c2ac10dc0d628,0.547,0.287,6,17.72,1,0.149,0.514,0.774,0.119,0.177,120.792,entj
7BxJz17EyAHjZlHEEqrtm6,Eighth Wonder,Lemon Demon,https://i.scdn.co/image/ab67616d0000b273ae390841cf7a97bf3a59bb5d,0.488,0.68,2,21.857,0,0.0328,0.00329,0.398,0.144,0.64,139.984,intj
1gOVlit7zHwuKv8HVta06I,It's Been So Long,The Living Tombstone,https://i.scdn.co/image/ab67616d0000b2731f055f04f3af6793df8fcbc5,0.564,0.647,10,23.241,0,0.0407,0.114,0.0,0.17,0.458,95.923,intj
1foMv2HQwfQ2vntFf9HFeG,Rhinestone Eyes,Gorillaz,https://i.scdn.co/image/ab67616d0000b273661d019f34569f79eae9e985,0.676,0.703,8,24.185,0,0.0302,0.0869,0.000687,0.0463,0.852,92.761,intj
7ui9Qq4JcPGcd3xWOeXhHp,Campus,Vampire Weekend,https://i.scdn.co/image/ab67616d0000b2739cca0d695187fbeed4ee301b,0.524,0.709,7,24.126,1,0.0632,0.224,0.193,0.0849,0.584,108.68,intj
25z6kpmIwkCUqk2IORrJ5v,Rät,Penelope Scott,https://i.scdn.co/image/ab67616d0000b273512ced983959d4b2e259e907,0.591,0.45,5,16.709,0,0.26,0.312,0.000116,0.147,0.304,144.201,intj
40gk32E7YaTFoQwDIWv2SY,Christmas Kids,Roar,https://i.scdn.co/image/ab67616d0000b273d72f734a66c2b545facd7517,0.425,0.754,2,23.972,1,0.0367,0.0104,0.112,0.438,0.558,152.092,intj
0mFSV2Bawz8i9wnlc9eYme,Problems,Mother Mother,https://i.scdn.co/image/ab67616d0000b2730593d798ca1c1e45eedb1df6,0.629,0.85,1,26.347,1,0.0261,0.00802,0.0284,0.155,0.526,104.033,intj
3D1PuFi2U8lmtdWRZcCz1f,Body Terror Song,AJJ,https://i.scdn.co/image/ab67616d0000b27318802f08b5f6743387866d70,0.507,0.399,9,19.083,0,0.0358,0.871,0.000377,0.113,0.225,115.588,intj
6Dqs6JddZc16yl27MDzIWY,Lotta True Crime,Penelope Scott,https://i.scdn.co/image/ab67616d0000b273512ced983959d4b2e259e907,0.519,0.413,8,15.538,1,0.21,0.331,0.0666,0.106,0.404,159.398,intj
7Ms58r8G6Y0r1XLtpwoGxN,Money Power Glory,Lana Del Rey,https://i.scdn.co/image/ab67616d0000b2731624590458126fc8b8c64c2f,0.349,0.525,8,23.171,0,0.0451,0.583,0.0,0.35,0.288,136.762,intj
4BreyjJu4w5EUhTKPIQymq,Uncomfortable,Wallows,https://i.scdn.co/image/ab67616d0000b2737e20b2fb207b843f967890d6,0.395,0.768,2,27.19,1,0.0311,0.115,0.0204,0.286,0.251,142.016,intj
1CmhkiXegdbj3Ewizvdg2Q,Best Friends,grandson,https://i.scdn.co/image/ab67616d0000b273654640e5864f00d8bf6962da,0.506,0.932,5,23.89,0,0.11,0.000719,0.0594,0.174,0.549,99.929,intj
7brQHA2CgQpcMBiOlfiXYb,Afraid,The Neighbourhood,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921,0.464,0.701,6,24.307000000000002,0,0.0411,0.00892,0.309,0.335,0.356,83.996,intj
3UChNf9rb9hJZvOcU9HCTb,Liquid Smooth,Mitski,https://i.scdn.co/image/ab67616d0000b2732eeb705ecc1a0c21cd906c77,0.356,0.342,7,20.531,0,0.0383,0.837,0.0,0.136,0.116,113.52,intj
0SK9wxN40P6jlcMfTSAe0V,Glory And Gore,Lorde,https://i.scdn.co/image/ab67616d0000b27333a859e36fdc9a27ed86516e,0.689,0.377,1,21.239,1,0.0397,0.285,0.0,0.268,0.294,143.946,intj
2L3VnHkRi6ElZL2bqu1nBs,Dead to Me,Melanie Martinez,https://i.scdn.co/image/ab67616d0000b2734518c57584339120db254db3,0.538,0.692,9,24.378,0,0.0722,0.7,0.0,0.344,0.57,139.762,intj
1gk3FhAV07q9Jg77UxnVjX,Gooey,Glass Animals,https://i.scdn.co/image/ab67616d0000b2737a293e6787c6d200c5077cd0,0.487,0.369,11,16.576,0,0.0406,0.736,3.75e-05,0.0925,0.106,183.114,intj
4k7x3QKrc3h3U0Viqk0uop,Rosyln,Bon Iver,https://i.scdn.co/image/ab67616d0000b2738cdc3315bbb5331eddf6a21d,0.329,0.277,10,16.889,0,0.0302,0.971,0.024,0.0971,0.121,159.719,intj
6Kkt27YmFyIFrcX3QXFi2o,Liability,Lorde,https://i.scdn.co/image/ab67616d0000b273f8553e18a11209d4becd0336,0.587,0.229,10,18.746000000000002,0,0.128,0.92,0.0,0.1,0.379,75.67,intj
6zLq4lYSu2W7LLxJlUWzz8,Everybody Wants To Rule The World - From “The Hunger Games: Catching Fire” Soundtrack,Lorde,https://i.scdn.co/image/ab67616d0000b273c7eafe9a0cc85b65f05d94ca,0.574,0.569,11,20.711,0,0.0991,0.593,0.000164,0.108,0.0604,110.994,intj
6N22FZs2ZhPBYi3b9XPajV,Still Don't Know My Name,Labrinth,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867,0.316,0.63,5,24.037,1,0.117,0.471,0.262,0.205,0.313,89.643,intj
22OqansuvEMQu9W0EfiGTI,We Don't Believe What's on TV,Twenty One Pilots,https://i.scdn.co/image/ab67616d0000b273de03bfc2991fd5bcfde65ba3,0.547,0.936,9,25.977,1,0.102,0.23,3.04e-06,0.172,0.642,120.003,intj
4wCmqSrbyCgxEXROQE6vtV,Somebody That I Used To Know,Gotye,https://i.scdn.co/image/ab67616d0000b273e1d47c00ddecbfb810c807ed,0.864,0.495,0,22.964,1,0.037,0.591,0.000133,0.0992,0.72,129.062,intj
22TntnVO3lQNDR5nsvxGRs,Achilles Come Down,Gang of Youths,https://i.scdn.co/image/ab67616d0000b273f539f9a64d5603185f70e02b,0.223,0.523,0,20.719,0,0.0466,0.435,0.283,0.225,0.15,179.83,intj
4N2ibi4kcH4D5ZYYvMiKsg,Class of 2013,Mitski,https://i.scdn.co/image/ab67616d0000b27327b902dbec1dbc25a89100e3,0.44,0.22,0,19.362000000000002,1,0.0427,0.939,3.1e-05,0.0969,0.122,125.53,intj
3JPnVN4wYlmQnuD7OgDx88,Saint Bernard,Lincoln,https://i.scdn.co/image/ab67616d0000b273d1546c70238fa6aa13610c03,0.695,0.232,1,18.990000000000002,1,0.0972,0.825,0.0,0.59,0.451,100.488,intj
6e0vjU61OuUzcqVKPEXHb4,Feel Better,Penelope Scott,https://i.scdn.co/image/ab67616d0000b273512ced983959d4b2e259e907,0.594,0.335,4,16.585,0,0.0513,0.747,0.0111,0.0976,0.343,87.49,intj
7qLs0IyUn6TrqgMzQ33SdH,Introduction to the Snow,Miracle Musical,https://i.scdn.co/image/ab67616d0000b2738fcbcb3e5252e5f98f515978,0.339,0.23,0,19.197,1,0.0317,0.979,0.000951,0.353,0.113,66.352,intj
2p975L9RyQFC95S1cJimnk,Marceline The Vampire,Steppes,https://i.scdn.co/image/ab67616d0000b2739ebf49696742c5d07de6f7c5,0.518,0.872,2,25.587,1,0.039,0.00216,0.00552,0.152,0.578,127.914,intj
0pEC10owcK34KgGYGddAqU,Stalker's Tango,Autoheart,https://i.scdn.co/image/ab67616d0000b273748c0613cdb3f14220fec8d2,0.651,0.309,11,17.206,0,0.032,0.21,0.0,0.0994,0.65,120.134,intj
4rCKRVJZKVysScn2piDuOT,Something For Your M.I.N.D.,Superorganism,https://i.scdn.co/image/ab67616d0000b273157830dc62daffb4f00953c1,0.698,0.542,2,25.683,1,0.131,0.132,0.00117,0.199,0.664,140.096,intj
0nO25NiPrKX64oy7lz5ZaJ,I Exist I Exist I Exist,Flatsound,https://i.scdn.co/image/ab67616d0000b2732e33ade31b5836104a934777,0.445,0.157,7,11.8,1,0.0385,0.35,0.761,0.153,0.121,118.511,intj
3BbdBuUQIGA3FEZdqUTWpS,Power & Control,MARINA,https://i.scdn.co/image/ab67616d0000b273d87ca6aa7defd69f34ed0f6a,0.529,0.9,9,25.059,0,0.0426,0.00807,0.00128,0.114,0.479,120.026,entj
2LGdO5MtFdyphi2EihANZG,Knee Socks,Arctic Monkeys,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163,0.665,0.542,11,21.677,0,0.033,0.123,0.00291,0.342,0.587,97.975,entj
4P6n0udLAnmCNXVcobYbsK,Oblivion,Grimes,https://i.scdn.co/image/ab67616d0000b273cdd80f8264878306d278cd2a,0.697,0.529,2,21.162,1,0.0338,0.115,0.901,0.0895,0.486,155.974,entj
4Cbrtoamv6acNiHNAUKnj0,Princess Castle,Jazmin Bean,https://i.scdn.co/image/ab67616d0000b273eea4d8ef4ad2b9b0a7f00d37,0.467,0.753,9,24.681,0,0.0454,0.17,0.0,0.245,0.44,89.02,entj
0HBrtXJohbIW4IhPZ50GmH,The Bidding,Tally Hall,https://i.scdn.co/image/ab67616d0000b273b9ccb466665c2ac10dc0d628,0.538,0.607,9,24.739,0,0.216,0.248,5.54e-06,0.0999,0.515,175.424,entj
611nlMA40SKg9gQ4pTVXT3,Discord,The Living Tombstone,https://i.scdn.co/image/ab67616d0000b273469061b25a5af8a8064dfdf3,0.676,0.835,8,25.618000000000002,0,0.044,0.00682,3.04e-05,0.081,0.8,104.987,entj
1wgqttlPacpvmX5DKVboOa,Paper Planes,M.I.A.,https://i.scdn.co/image/ab67616d0000b2734f3fc8ea510be941de66f032,0.447,0.848,2,23.825,1,0.222,0.033,7.45e-05,0.65,0.485,172.247,entj
3Z3MKGF5pdbiAbBhj0fqtD,Loser.,McCafferty,https://i.scdn.co/image/ab67616d0000b273a34d00a44d82535c512b5290,0.604,0.972,11,27.392,1,0.179,0.000724,0.000548,0.113,0.408,137.186,entj
6ZJKiScaIdJ70XVKq5K73m,This Hurts,Mindless Self Indulgence,https://i.scdn.co/image/ab67616d0000b2736fa2486e8183886fb4eeca30,0.748,0.85,10,26.182,0,0.062,0.146,0.00503,0.112,0.534,125.092,entj
24BexGKYvuQPv2W1ObGYmw,It's Okay (To Punch Nazis),Cheap Perfume,https://i.scdn.co/image/ab67616d0000b27328c13b6324c4239404c75963,0.63,0.821,6,20.747999999999998,0,0.177,0.371,0.0,0.111,0.927,84.95,entj
4zV3Og5KgrNyZEhzrZzwuk,Too Close,Sir Chloe,https://i.scdn.co/image/ab67616d0000b273f6ab3aa52a1b776a859c9ec7,0.42,0.558,9,24.272,1,0.0509,0.167,0.0,0.19,0.538,165.987,entj
5abubE0dYFaEPDeM2sZ4TY,What Do They Know?,Mindless Self Indulgence,https://i.scdn.co/image/ab67616d0000b2739fca40bcb8073b89d626aef0,0.645,0.791,7,24.52,1,0.0927,0.0406,0.0,0.293,0.601,153.952,entj
04aAxqtGp5pv12UXAg4pkq,Centuries,Fall Out Boy,https://i.scdn.co/image/ab67616d0000b2733cf1c1dbcfa3f1ab7282719b,0.393,0.858,4,27.132,0,0.0729,0.00359,0.0,0.102,0.56,176.042,entj
0VVNXqaDwfHngG2gXaOtlI,Oh No!,MARINA,https://i.scdn.co/image/ab67616d0000b27391b74844fa58bc06192f882f,0.776,0.9,0,26.03,1,0.0382,0.058,0.0,0.256,0.963,127.051,entj
36xBFaVGjqm7le8CTHytUj,Parasite Eve,Bring Me The Horizon,https://i.scdn.co/image/ab67616d0000b2735149c948fde506624246a684,0.589,0.797,9,24.536,1,0.15,0.0289,4.35e-06,0.383,0.232,102.489,estj
73MWNenV7mQGUdXB8npY4H,The Fine Print,The Stupendium,https://i.scdn.co/image/ab67616d0000b2735d16ee109d3ce0495300536b,0.764,0.905,0,25.886,1,0.194,0.293,0.0,0.584,0.772,91.047,estj
2dLLR6qlu5UJ5gk0dKz0h3,Royals,Lorde,https://i.scdn.co/image/ab67616d0000b273187331e276c898d39764cc98,0.674,0.428,7,20.496000000000002,1,0.122,0.121,0.0,0.132,0.337,84.878,estj
5F55SiWwEEytk6vsQXHxQW,In a Week (feat. Karen Cowley),Hozier,https://i.scdn.co/image/ab67616d0000b27323bde4e85a5ca2e34b78f57b,0.464,0.269,0,17.86,1,0.0311,0.791,7.68e-06,0.139,0.184,131.396,estj
3rchbdfMJ48si8MqFRs6wP,You're Mine,Phantogram,https://i.scdn.co/image/ab67616d0000b273d99618fc2eed49eb1b67d6af,0.665,0.772,10,24.003,0,0.0337,0.000859,9.81e-05,0.182,0.272,119.049,estj
3taCbWWTilb7eNMsAzOBq4,Radio,Lana Del Rey,https://i.scdn.co/image/ab67616d0000b273ebc8cfac8b586bc475b04918,0.423,0.857,2,24.826999999999998,1,0.0687,0.188,2.63e-05,0.105,0.196,75.024,estj
7pegxVesMmE2qK0o58xoFG,Homage,Mild High Club,https://i.scdn.co/image/ab67616d0000b273f21a3ad00e4ba69911d61bcc,0.546,0.468,5,21.833,1,0.0287,0.153,0.00257,0.321,0.416,73.372,estj
4A0YuzcYuEEP8A3oEZTddL,TRRST,IC3PEAK,https://i.scdn.co/image/ab67616d0000b2739ec81d99271804ba71e6300e,0.597,0.529,0,20.793,1,0.0865,0.396,4.59e-05,0.372,0.146,134.825,estj
5ukAQcKEIJuzIbP55xp07x,LEMONS - Demo,Brye,https://i.scdn.co/image/ab67616d0000b273ada3c593bff0bcaf2a6f97a4,0.501,0.168,4,16.317999999999998,0,0.304,0.901,0.0,0.134,0.514,82.574,estj
48rZVgAGm0OlbbxjikCpqm,Michelle,Sir Chloe,https://i.scdn.co/image/ab67616d0000b273f6ab3aa52a1b776a859c9ec7,0.366,0.439,4,24.762,1,0.0298,0.0781,1.92e-05,0.108,0.11,115.94,estj
3vZUC1m6QVm7urnN6lcF64,Ghosting,Mother Mother,https://i.scdn.co/image/ab67616d0000b2736d82586633548d5c122ee00c,0.606,0.618,11,24.9,1,0.0258,0.325,0.0019,0.108,0.237,92.061,estj
2DgdHcjWmO3qd50RzuBLgZ,House of Memories,Panic! At The Disco,https://i.scdn.co/image/ab67616d0000b27323152d9337d6c57b116ed13a,0.506,0.817,11,24.948999999999998,0,0.0335,0.00272,0.0,0.0486,0.506,109.952,estj
0GxbglYySl18aZDIaGu1RU,I'm Yer Dad,GRLwood,https://i.scdn.co/image/ab67616d0000b273428ea052133803b881fcde8b,0.551,0.953,0,25.305,1,0.17,0.0106,0.474,0.118,0.176,128.462,estj
37gb4JjvBTcuRONxvw8OeF,Where the Watermelons Rot,Madelynne Whitt,https://i.scdn.co/image/ab67616d0000b273117321aed52b359260a9e264,0.457,0.186,9,9.134,1,0.124,0.876,0.00437,0.332,0.269,144.68,estj
1w47gZOFLLt9voDEyK7fGd,Bisexual,GRLwood,https://i.scdn.co/image/ab67616d0000b273428ea052133803b881fcde8b,0.596,0.927,11,23.759,0,0.0727,0.0142,0.00913,0.0665,0.641,132.984,estj
2UJ2JvrxU5Ue1y08o5TzqJ,The Plan (Fuck Jobs),The Front Bottoms,https://i.scdn.co/image/ab67616d0000b273ffaa1812aee0d75e8dd9d5c1,0.413,0.87,0,25.115000000000002,1,0.0349,0.00157,1.47e-06,0.113,0.8,100.816,estj
2cls4groLeYT1zmlXN1pO2,This Is Love,Air Traffic Controller,https://i.scdn.co/image/ab67616d0000b2736727751b5d7c4cd1a9a8ba39,0.621,0.727,4,24.471,1,0.0943,0.126,0.0,0.204,0.636,112.067,estj
1PPXvuqGAF3UCbsveKoOIV,Смерти Больше Нет,IC3PEAK,https://i.scdn.co/image/ab67616d0000b2737bff3aa15c5cb90e0d1a554e,0.526,0.459,0,22.368000000000002,1,0.0813,0.209,0.0,0.0936,0.329,180.094,estj
1uRKeDUiD4fDUEAjXbmYr6,Bust Your Knee Caps - Johnny Don't Leave Me,Pomplamoose,https://i.scdn.co/image/ab67616d0000b273f3870808180fdbf3e5cb2cb6,0.408,0.563,9,24.03,0,0.0374,0.0473,0.0,0.0781,0.558,118.543,estj
5IixEDnbG6pZOy38vkkuvr,Power & Control,MARINA,https://i.scdn.co/image/ab67616d0000b27372513faf9e8385b104f33e85,0.529,0.9,9,25.059,0,0.0426,0.00807,0.00128,0.114,0.479,120.026,estj
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921,0.612,0.807,10,27.19,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,esfj
79EkGysjP2dL5GdpeQjRxT,This Side of Paradise,Coyote Theory,https://i.scdn.co/image/ab67616d0000b273d45404b4c5a5444cb06c9f7b,0.306,0.664,9,23.93,1,0.0276,0.432,7.5e-06,0.135,0.321,158.283,esfj
2fGRJzoiYJYAzlQAyBONMb,Morning Sex,Ralph Castelli,https://i.scdn.co/image/ab67616d0000b2732a5fa04e857a15bbab62f018,0.81,0.353,6,20.464,1,0.0437,0.0473,0.000104,0.082,0.731,124.991,esfj
7IL8PSVwLOJxqYne6azxQv,Pretty Boy,The Neighbourhood,https://i.scdn.co/image/ab67616d0000b2731a721f3757e5b67f87e1acd3,0.578,0.386,6,18.536,1,0.0278,0.208,0.0453,0.307,0.569,154.902,esfj
0So2sgVa8aJiARPl2P29u2,Pope Is a Rockstar,SALES,https://i.scdn.co/image/ab67616d0000b2731138eea74b6d7e06289bedaa,0.725,0.446,4,21.042,0,0.0287,0.85,0.243,0.107,0.311,90.024,esfj
6ftsXLGpDBkJH0fqODkUBQ,Sunflower,Michele Leigh,https://i.scdn.co/image/ab67616d0000b2733a72c155417041594e1a4b66,0.683,0.273,7,18.542,1,0.0285,0.324,3.79e-05,0.244,0.719,90.059,esfj
6LOZws7T3jqZz78unPgFF9,Dead To Me,Kali Uchis,https://i.scdn.co/image/ab67616d0000b27390b4e1905b1fc48c537ec053,0.675,0.761,4,25.531,0,0.0466,0.432,0.0,0.102,0.428,119.001,esfj
0vq7fkHZl2khMonn5G7d9l,Affluenza,Conan Gray,https://i.scdn.co/image/ab67616d0000b27388e3cda6d29b2552d4d6bc43,0.685,0.67,11,24.337,1,0.0393,0.116,0.0,0.179,0.863,117.98,istj
3GNTTTs9CVmr8RTrilIBOS,American Healthcare (Glitzy),Penelope Scott,https://i.scdn.co/image/ab67616d0000b273512ced983959d4b2e259e907,0.548,0.508,5,18.006,1,0.0939,0.531,8.72e-05,0.211,0.301,119.434,istj
1i6N76fftMZhijOzFQ5ZtL,Psycho Killer - 2005 Remaster,Talking Heads,https://i.scdn.co/image/ab67616d0000b273e71708b667804f6241dd1a59,0.721,0.521,2,21.877000000000002,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,istj
1wAqhAF1dynDjMy7m5CSSE,New Slang,The Shins,https://i.scdn.co/image/ab67616d0000b273bcf47dc308162706db7b4fb0,0.669,0.388,0,18.453,1,0.0306,0.605,0.144,0.0905,0.645,130.016,istj
3AJwUDP919kvQ9QcozQPxg,Yellow,Coldplay,https://i.scdn.co/image/ab67616d0000b2733d92b2ad5af9fbc8637425f0,0.429,0.661,11,22.773,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,istj
1Xls3QHvOQ7YLB54R6BvgG,Hurt,Oliver Tree,https://i.scdn.co/image/ab67616d0000b2739a6cc37c942475796028235d,0.562,0.782,0,24.137,1,0.04,0.0209,0.0,0.315,0.486,94.006,istj
5Az8KU81g2aLBbJN67F2CI,Mind Over Matter,Young the Giant,https://i.scdn.co/image/ab67616d0000b2735d1a1b0e0f3e0fc586393092,0.466,0.763,0,25.552,1,0.0318,0.000501,0.0,0.0973,0.293,154.914,istj
